C:\Users\Hello\mlops-neural-machine-translation\src\training\run_opus.py:110: FutureWarning: `tokenizer` is deprecated and will be removed in version 5.0.0 for `Trainer.__init__`. Use `processing_class` instead.
  trainer = Trainer(
The tokenizer has new PAD/BOS/EOS tokens that differ from the model config and generation config. The model config and generation config were aligned accordingly, being updated with the tokenizer's values. Updated tokens: {'bos_token_id': None}.
                                                                                                                                                               
{'loss': 0.7166, 'grad_norm': 1.164286732673645, 'learning_rate': 0.0004992128738849046, 'epoch': 0.0}
{'loss': 0.2843, 'grad_norm': 1.131579875946045, 'learning_rate': 0.0004336190309602939, 'epoch': 0.13}
{'loss': 0.3091, 'grad_norm': 1.4710320234298706, 'learning_rate': 0.00043274444638796575, 'epoch': 0.13}
{'loss': 0.3048, 'grad_norm': 1.5734679698944092, 'learning_rate': 0.0004318698618156376, 'epoch': 0.14}
{'loss': 0.302, 'grad_norm': 1.4784479141235352, 'learning_rate': 0.00043099527724330946, 'epoch': 0.14}
{'loss': 0.3224, 'grad_norm': 1.1007497310638428, 'learning_rate': 0.0004301206926709813, 'epoch': 0.14}
{'loss': 0.2786, 'grad_norm': 1.0907618999481201, 'learning_rate': 0.0004292461080986532, 'epoch': 0.14}
{'loss': 0.2934, 'grad_norm': 1.6112862825393677, 'learning_rate': 0.00042837152352632503, 'epoch': 0.14}
{'loss': 0.2803, 'grad_norm': 0.9986716508865356, 'learning_rate': 0.0004274969389539969, 'epoch': 0.15}
{'loss': 0.2876, 'grad_norm': 1.2886223793029785, 'learning_rate': 0.00042662235438166874, 'epoch': 0.15}
{'loss': 0.3001, 'grad_norm': 1.4841434955596924, 'learning_rate': 0.00042574776980934054, 'epoch': 0.15}
{'loss': 0.2881, 'grad_norm': 1.3782029151916504, 'learning_rate': 0.0004248731852370124, 'epoch': 0.15}
{'loss': 0.2825, 'grad_norm': 2.2803337574005127, 'learning_rate': 0.00042399860066468425, 'epoch': 0.15}
{'loss': 0.3051, 'grad_norm': 1.2377095222473145, 'learning_rate': 0.0004231240160923561, 'epoch': 0.15}
{'loss': 0.2789, 'grad_norm': 1.7080960273742676, 'learning_rate': 0.00042224943152002796, 'epoch': 0.16}
{'loss': 0.2831, 'grad_norm': 1.6267982721328735, 'learning_rate': 0.0004213748469476998, 'epoch': 0.16}
{'loss': 0.2955, 'grad_norm': 1.2992247343063354, 'learning_rate': 0.0004205002623753717, 'epoch': 0.16}
{'loss': 0.294, 'grad_norm': 1.4968245029449463, 'learning_rate': 0.0004196256778030436, 'epoch': 0.16}
{'loss': 0.2805, 'grad_norm': 1.0958044528961182, 'learning_rate': 0.00041875109323071544, 'epoch': 0.16}
{'loss': 0.2774, 'grad_norm': 1.6703380346298218, 'learning_rate': 0.0004178765086583873, 'epoch': 0.16}
{'loss': 0.2962, 'grad_norm': 1.207208275794983, 'learning_rate': 0.00041700192408605915, 'epoch': 0.17}
{'loss': 0.2991, 'grad_norm': 1.7014580965042114, 'learning_rate': 0.000416127339513731, 'epoch': 0.17}
{'loss': 0.2863, 'grad_norm': 1.1744117736816406, 'learning_rate': 0.00041525275494140286, 'epoch': 0.17}
{'loss': 0.2941, 'grad_norm': 12.49638557434082, 'learning_rate': 0.0004143781703690747, 'epoch': 0.17}
{'loss': 0.2833, 'grad_norm': 1.6746727228164673, 'learning_rate': 0.0004135035857967466, 'epoch': 0.17}
{'loss': 0.3089, 'grad_norm': 0.8896375894546509, 'learning_rate': 0.00041262900122441843, 'epoch': 0.17}
{'loss': 0.3042, 'grad_norm': 1.0658910274505615, 'learning_rate': 0.0004117544166520903, 'epoch': 0.18}
{'loss': 0.2827, 'grad_norm': 1.414559245109558, 'learning_rate': 0.0004108798320797621, 'epoch': 0.18}
{'loss': 0.2527, 'grad_norm': 1.0365084409713745, 'learning_rate': 0.00041000524750743394, 'epoch': 0.18}
{'loss': 0.275, 'grad_norm': 1.713261604309082, 'learning_rate': 0.0004091306629351058, 'epoch': 0.18}
{'loss': 0.293, 'grad_norm': 0.8471971750259399, 'learning_rate': 0.00040825607836277765, 'epoch': 0.18}
{'loss': 0.2643, 'grad_norm': 0.9137207865715027, 'learning_rate': 0.0004073814937904495, 'epoch': 0.19}
{'loss': 0.2697, 'grad_norm': 1.5391902923583984, 'learning_rate': 0.00040650690921812137, 'epoch': 0.19}
{'loss': 0.2718, 'grad_norm': 0.8263744115829468, 'learning_rate': 0.0004056323246457933, 'epoch': 0.19}
{'loss': 0.339, 'grad_norm': 1.0461037158966064, 'learning_rate': 0.00040475774007346513, 'epoch': 0.19}
{'loss': 0.2733, 'grad_norm': 1.230201005935669, 'learning_rate': 0.000403883155501137, 'epoch': 0.19}
{'loss': 0.2586, 'grad_norm': 1.500116229057312, 'learning_rate': 0.00040302606262025535, 'epoch': 0.19}
{'loss': 0.2468, 'grad_norm': 0.8577628135681152, 'learning_rate': 0.00040215147804792726, 'epoch': 0.2}
{'loss': 0.2635, 'grad_norm': 1.3347336053848267, 'learning_rate': 0.0004012768934755991, 'epoch': 0.2}
{'loss': 0.2762, 'grad_norm': 1.0840626955032349, 'learning_rate': 0.00040040230890327097, 'epoch': 0.2}
{'loss': 0.2637, 'grad_norm': 0.8067652583122253, 'learning_rate': 0.0003995277243309428, 'epoch': 0.2}
{'loss': 0.2842, 'grad_norm': 0.7788304090499878, 'learning_rate': 0.0003986531397586147, 'epoch': 0.2}
{'loss': 0.2736, 'grad_norm': 0.8753641843795776, 'learning_rate': 0.00039777855518628654, 'epoch': 0.2}
{'loss': 0.2569, 'grad_norm': 0.9438510537147522, 'learning_rate': 0.0003969039706139584, 'epoch': 0.21}
{'loss': 0.2454, 'grad_norm': 1.3143155574798584, 'learning_rate': 0.00039602938604163025, 'epoch': 0.21}
{'loss': 0.2695, 'grad_norm': 1.4017283916473389, 'learning_rate': 0.0003951548014693021, 'epoch': 0.21}
{'loss': 0.2711, 'grad_norm': 0.9747025966644287, 'learning_rate': 0.00039428021689697396, 'epoch': 0.21}
{'loss': 0.2562, 'grad_norm': 1.070695161819458, 'learning_rate': 0.0003934056323246458, 'epoch': 0.21}
{'loss': 0.277, 'grad_norm': 6.695765018463135, 'learning_rate': 0.00039253104775231767, 'epoch': 0.22}
{'loss': 0.319, 'grad_norm': 0.8783814907073975, 'learning_rate': 0.00039165646317998947, 'epoch': 0.22}
{'loss': 0.2543, 'grad_norm': 1.2597453594207764, 'learning_rate': 0.00039078187860766133, 'epoch': 0.22}
{'loss': 0.295, 'grad_norm': 1.388109803199768, 'learning_rate': 0.0003899072940353332, 'epoch': 0.22}
{'loss': 0.2569, 'grad_norm': 1.3139828443527222, 'learning_rate': 0.00038903270946300504, 'epoch': 0.22}
{'loss': 0.2802, 'grad_norm': 0.7208071351051331, 'learning_rate': 0.00038815812489067695, 'epoch': 0.22}
{'loss': 0.2496, 'grad_norm': 1.1570290327072144, 'learning_rate': 0.0003872835403183488, 'epoch': 0.23}
{'loss': 0.2482, 'grad_norm': 1.206512451171875, 'learning_rate': 0.00038640895574602066, 'epoch': 0.23}
{'loss': 0.2661, 'grad_norm': 0.9023252725601196, 'learning_rate': 0.0003855343711736925, 'epoch': 0.23}
{'loss': 0.2625, 'grad_norm': 0.6932079792022705, 'learning_rate': 0.00038465978660136437, 'epoch': 0.23}
{'loss': 0.2355, 'grad_norm': 0.5767446756362915, 'learning_rate': 0.0003837852020290362, 'epoch': 0.23}
{'loss': 0.2547, 'grad_norm': 0.8240872025489807, 'learning_rate': 0.0003829106174567081, 'epoch': 0.23}
{'loss': 0.2552, 'grad_norm': 1.4754778146743774, 'learning_rate': 0.00038203603288437994, 'epoch': 0.24}
{'loss': 0.2672, 'grad_norm': 1.318263292312622, 'learning_rate': 0.0003811614483120518, 'epoch': 0.24}
{'loss': 0.2352, 'grad_norm': 1.0297081470489502, 'learning_rate': 0.00038028686373972365, 'epoch': 0.24}
{'loss': 0.2263, 'grad_norm': 0.9050893187522888, 'learning_rate': 0.0003794122791673955, 'epoch': 0.24}
{'loss': 0.2438, 'grad_norm': 0.9279227256774902, 'learning_rate': 0.00037853769459506736, 'epoch': 0.24}
{'loss': 0.2487, 'grad_norm': 1.3878525495529175, 'learning_rate': 0.0003776631100227392, 'epoch': 0.24}
{'loss': 0.3093, 'grad_norm': 1.57321298122406, 'learning_rate': 0.000376788525450411, 'epoch': 0.25}
{'loss': 0.2826, 'grad_norm': 1.254670262336731, 'learning_rate': 0.0003759139408780829, 'epoch': 0.25}
{'loss': 0.277, 'grad_norm': 1.8529070615768433, 'learning_rate': 0.00037503935630575473, 'epoch': 0.25}
{'loss': 0.26, 'grad_norm': 1.279820442199707, 'learning_rate': 0.00037416477173342664, 'epoch': 0.25}
{'loss': 0.2787, 'grad_norm': 0.7168146371841431, 'learning_rate': 0.0003732901871610985, 'epoch': 0.25}
{'loss': 0.2569, 'grad_norm': 1.4325088262557983, 'learning_rate': 0.00037241560258877035, 'epoch': 0.26}
{'loss': 0.2598, 'grad_norm': 0.6781688928604126, 'learning_rate': 0.0003715410180164422, 'epoch': 0.26}
{'loss': 0.2735, 'grad_norm': 1.068230152130127, 'learning_rate': 0.00037066643344411406, 'epoch': 0.26}
{'loss': 0.2504, 'grad_norm': 1.1283659934997559, 'learning_rate': 0.0003697918488717859, 'epoch': 0.26}
{'loss': 0.2551, 'grad_norm': 0.8728113174438477, 'learning_rate': 0.00036891726429945777, 'epoch': 0.26}
{'loss': 0.2735, 'grad_norm': 1.1241514682769775, 'learning_rate': 0.00036804267972712963, 'epoch': 0.26}
{'loss': 0.2502, 'grad_norm': 0.9609904289245605, 'learning_rate': 0.0003671680951548015, 'epoch': 0.27}
{'loss': 0.2506, 'grad_norm': 1.3959752321243286, 'learning_rate': 0.00036629351058247334, 'epoch': 0.27}
{'loss': 0.2665, 'grad_norm': 1.155348539352417, 'learning_rate': 0.0003654189260101452, 'epoch': 0.27}
{'loss': 0.2309, 'grad_norm': 0.9976518154144287, 'learning_rate': 0.00036454434143781705, 'epoch': 0.27}
{'loss': 0.2443, 'grad_norm': 1.0749856233596802, 'learning_rate': 0.0003636697568654889, 'epoch': 0.27}
{'loss': 0.2417, 'grad_norm': 1.2842015027999878, 'learning_rate': 0.00036279517229316076, 'epoch': 0.27}
{'loss': 0.2448, 'grad_norm': 0.9288272857666016, 'learning_rate': 0.0003619205877208326, 'epoch': 0.28}
{'loss': 0.2376, 'grad_norm': 0.6665506362915039, 'learning_rate': 0.0003610460031485044, 'epoch': 0.28}
{'loss': 0.2605, 'grad_norm': 5.289174556732178, 'learning_rate': 0.00036017141857617633, 'epoch': 0.28}
{'loss': 0.3388, 'grad_norm': 1.1680216789245605, 'learning_rate': 0.0003592968340038482, 'epoch': 0.28}
{'loss': 0.2353, 'grad_norm': 1.2953425645828247, 'learning_rate': 0.00035842224943152004, 'epoch': 0.28}
{'loss': 0.2708, 'grad_norm': 1.1423864364624023, 'learning_rate': 0.0003575476648591919, 'epoch': 0.29}
{'loss': 0.2452, 'grad_norm': 1.1502172946929932, 'learning_rate': 0.00035667308028686375, 'epoch': 0.29}
{'loss': 0.2577, 'grad_norm': 0.827068030834198, 'learning_rate': 0.0003557984957145356, 'epoch': 0.29}
{'loss': 0.2942, 'grad_norm': 1.2725473642349243, 'learning_rate': 0.00035492391114220746, 'epoch': 0.29}
{'loss': 0.2677, 'grad_norm': 0.7132312059402466, 'learning_rate': 0.0003540493265698793, 'epoch': 0.29}
{'loss': 0.2412, 'grad_norm': 0.8948528170585632, 'learning_rate': 0.0003531747419975512, 'epoch': 0.29}
{'loss': 0.241, 'grad_norm': 0.6405380964279175, 'learning_rate': 0.00035230015742522303, 'epoch': 0.3}
{'loss': 0.2328, 'grad_norm': 1.37168288230896, 'learning_rate': 0.0003514255728528949, 'epoch': 0.3}
{'loss': 0.2318, 'grad_norm': 1.195376992225647, 'learning_rate': 0.00035055098828056674, 'epoch': 0.3}
{'loss': 0.2324, 'grad_norm': 0.6512684226036072, 'learning_rate': 0.0003496764037082386, 'epoch': 0.3}
{'loss': 0.2263, 'grad_norm': 0.580402672290802, 'learning_rate': 0.00034880181913591045, 'epoch': 0.3}
{'loss': 0.2285, 'grad_norm': 2.139653205871582, 'learning_rate': 0.0003479272345635823, 'epoch': 0.3}
{'loss': 0.2248, 'grad_norm': 1.0220739841461182, 'learning_rate': 0.00034705264999125416, 'epoch': 0.31}
{'loss': 0.2478, 'grad_norm': 1.148175835609436, 'learning_rate': 0.000346178065418926, 'epoch': 0.31}
{'loss': 0.2293, 'grad_norm': 0.9075829982757568, 'learning_rate': 0.0003453034808465979, 'epoch': 0.31}
{'loss': 0.2083, 'grad_norm': 1.3718857765197754, 'learning_rate': 0.00034442889627426973, 'epoch': 0.31}
{'loss': 0.2336, 'grad_norm': 0.6612194776535034, 'learning_rate': 0.0003435543117019416, 'epoch': 0.31}
{'loss': 0.2042, 'grad_norm': 0.9703401327133179, 'learning_rate': 0.00034267972712961344, 'epoch': 0.31}
{'loss': 0.2229, 'grad_norm': 0.43536579608917236, 'learning_rate': 0.0003418051425572853, 'epoch': 0.32}
{'loss': 0.2116, 'grad_norm': 0.8481900095939636, 'learning_rate': 0.00034093055798495715, 'epoch': 0.32}
{'loss': 0.2243, 'grad_norm': 0.7151645421981812, 'learning_rate': 0.000340055973412629, 'epoch': 0.32}
{'loss': 0.2336, 'grad_norm': 1.049877405166626, 'learning_rate': 0.00033918138884030086, 'epoch': 0.32}
{'loss': 0.2144, 'grad_norm': 0.8781195878982544, 'learning_rate': 0.0003383068042679727, 'epoch': 0.32}
{'loss': 0.2355, 'grad_norm': 0.8572235703468323, 'learning_rate': 0.0003374322196956446, 'epoch': 0.33}
{'loss': 0.2259, 'grad_norm': 1.0773414373397827, 'learning_rate': 0.00033655763512331643, 'epoch': 0.33}
{'loss': 0.2293, 'grad_norm': 0.7771641612052917, 'learning_rate': 0.0003356830505509883, 'epoch': 0.33}
{'loss': 0.2252, 'grad_norm': 1.3009846210479736, 'learning_rate': 0.00033480846597866014, 'epoch': 0.33}
{'loss': 0.2184, 'grad_norm': 0.7775701284408569, 'learning_rate': 0.000333933881406332, 'epoch': 0.33}
{'loss': 0.2202, 'grad_norm': 1.3736623525619507, 'learning_rate': 0.00033305929683400385, 'epoch': 0.33}
{'loss': 0.2193, 'grad_norm': 1.3145647048950195, 'learning_rate': 0.00033218471226167576, 'epoch': 0.34}
{'loss': 0.2265, 'grad_norm': 2.058337688446045, 'learning_rate': 0.00033131012768934756, 'epoch': 0.34}
{'loss': 0.2208, 'grad_norm': 0.987205982208252, 'learning_rate': 0.0003304355431170194, 'epoch': 0.34}
{'loss': 0.1972, 'grad_norm': 0.9639711976051331, 'learning_rate': 0.0003295609585446913, 'epoch': 0.34}
{'loss': 0.2159, 'grad_norm': 1.057269811630249, 'learning_rate': 0.00032868637397236313, 'epoch': 0.34}
{'loss': 0.2208, 'grad_norm': 0.8357667922973633, 'learning_rate': 0.000327811789400035, 'epoch': 0.34}
{'loss': 0.2101, 'grad_norm': 1.1198874711990356, 'learning_rate': 0.00032693720482770684, 'epoch': 0.35}
{'loss': 0.2157, 'grad_norm': 1.3668462038040161, 'learning_rate': 0.0003260626202553787, 'epoch': 0.35}
{'loss': 0.222, 'grad_norm': 1.5815410614013672, 'learning_rate': 0.00032518803568305055, 'epoch': 0.35}
{'loss': 0.2263, 'grad_norm': 1.0903875827789307, 'learning_rate': 0.0003243134511107224, 'epoch': 0.35}
{'loss': 0.2169, 'grad_norm': 0.7503060698509216, 'learning_rate': 0.00032343886653839426, 'epoch': 0.35}
{'loss': 0.2013, 'grad_norm': 0.8391300439834595, 'learning_rate': 0.0003225642819660661, 'epoch': 0.36}
{'loss': 0.1984, 'grad_norm': 0.797425389289856, 'learning_rate': 0.000321689697393738, 'epoch': 0.36}
{'loss': 0.2082, 'grad_norm': 0.8737064003944397, 'learning_rate': 0.00032081511282140983, 'epoch': 0.36}
{'loss': 0.2043, 'grad_norm': 0.7991311550140381, 'learning_rate': 0.0003199405282490817, 'epoch': 0.36}
{'loss': 0.1921, 'grad_norm': 1.191047191619873, 'learning_rate': 0.00031906594367675354, 'epoch': 0.36}
{'loss': 0.207, 'grad_norm': 0.6864160895347595, 'learning_rate': 0.00031819135910442545, 'epoch': 0.36}
{'loss': 0.1957, 'grad_norm': 0.9449607133865356, 'learning_rate': 0.0003173167745320973, 'epoch': 0.37}
{'loss': 0.2282, 'grad_norm': 1.1517655849456787, 'learning_rate': 0.0003164421899597691, 'epoch': 0.37}
{'loss': 0.1966, 'grad_norm': 0.9088303446769714, 'learning_rate': 0.00031556760538744097, 'epoch': 0.37}
{'loss': 0.203, 'grad_norm': 0.7163410186767578, 'learning_rate': 0.0003146930208151128, 'epoch': 0.37}
{'loss': 0.2258, 'grad_norm': 1.1166949272155762, 'learning_rate': 0.0003138184362427847, 'epoch': 0.37}
{'loss': 0.2106, 'grad_norm': 1.1197913885116577, 'learning_rate': 0.00031294385167045653, 'epoch': 0.37}
{'loss': 0.1997, 'grad_norm': 2.8877880573272705, 'learning_rate': 0.0003120692670981284, 'epoch': 0.38}
{'loss': 0.1918, 'grad_norm': 0.5704614520072937, 'learning_rate': 0.00031119468252580024, 'epoch': 0.38}
{'loss': 0.1888, 'grad_norm': 0.8482675552368164, 'learning_rate': 0.0003103200979534721, 'epoch': 0.38}
{'loss': 0.2005, 'grad_norm': 0.6640990376472473, 'learning_rate': 0.00030944551338114395, 'epoch': 0.38}
{'loss': 0.212, 'grad_norm': 1.0116163492202759, 'learning_rate': 0.0003085709288088158, 'epoch': 0.38}
{'loss': 0.2062, 'grad_norm': 1.0912187099456787, 'learning_rate': 0.00030769634423648767, 'epoch': 0.38}
{'loss': 0.2011, 'grad_norm': 0.6802979111671448, 'learning_rate': 0.0003068217596641595, 'epoch': 0.39}
{'loss': 0.2039, 'grad_norm': 0.6475815773010254, 'learning_rate': 0.0003059471750918314, 'epoch': 0.39}
{'loss': 0.1958, 'grad_norm': 0.624087393283844, 'learning_rate': 0.00030507259051950323, 'epoch': 0.39}
{'loss': 0.2113, 'grad_norm': 0.590526282787323, 'learning_rate': 0.00030419800594717514, 'epoch': 0.39}
{'loss': 0.2007, 'grad_norm': 0.6036241054534912, 'learning_rate': 0.000303323421374847, 'epoch': 0.39}
{'loss': 0.2001, 'grad_norm': 0.6957255005836487, 'learning_rate': 0.00030244883680251885, 'epoch': 0.4}
{'loss': 0.1866, 'grad_norm': 0.9055621027946472, 'learning_rate': 0.0003015742522301907, 'epoch': 0.4}
